CEST;NCM/SH;Segmento CEST;Item;Descrição CEST
1301600;90189099;13. Medicamentos e outros produtos farmacêuticos para uso humano;16.0;Contraceptivos (dispositivos intra-uterinos - DIU) - neutra
1400100;7013;14. Papéis, plásticos, produtos cerâmicos e vidros;1.0;Objetos de vidro para serviço de mesa ou de cozinha
1400200;70133700;14. Papéis, plásticos, produtos cerâmicos e vidros;2.0;Outros copos, exceto de vitrocerâmica
1400300;70134290;14. Papéis, plásticos, produtos cerâmicos e vidros;3.0;Objetos para serviço de mesa (exceto copos) ou de cozinha, exceto de vitrocerâmica
1400400;3919;14. Papéis, plásticos, produtos cerâmicos e vidros;4.0;Lonas plásticas, exceto as para uso na construção
1400400;3920;14. Papéis, plásticos, produtos cerâmicos e vidros;4.0;Lonas plásticas, exceto as para uso na construção
1400400;3921;14. Papéis, plásticos, produtos cerâmicos e vidros;4.0;Lonas plásticas, exceto as para uso na construção
1400500;3924;14. Papéis, plásticos, produtos cerâmicos e vidros;5.0;Artefatos de higiene/toucador de plástico, exceto os para uso na construção
1400600;39241000;14. Papéis, plásticos, produtos cerâmicos e vidros;6.0;Serviços de mesa e outros utensílios de mesa ou de cozinha, de plástico, inclusive os descartáveis
1400700;69111010;14. Papéis, plásticos, produtos cerâmicos e vidros;7.0;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - estojos
1400800;69111090;14. Papéis, plásticos, produtos cerâmicos e vidros;8.0;Artigos para serviço de mesa ou de cozinha, de porcelana, inclusive os descartáveis - avulsos
1400900;69120000;14. Papéis, plásticos, produtos cerâmicos e vidros;9.0;Artigos para serviço de mesa ou de cozinha, de cerâmica
1401000;69120000;14. Papéis, plásticos, produtos cerâmicos e vidros;10.0;Velas para filtros
1401100;4823209;14. Papéis, plásticos, produtos cerâmicos e vidros;11.0;Filtros descartáveis para coar café ou chá
1401200;48236;14. Papéis, plásticos, produtos cerâmicos e vidros;12.0;Bandejas, travessas, pratos, xícaras ou chávenas, taças, copos e artigos semelhantes, de papel ou cartão
1401300;48131000;14. Papéis, plásticos, produtos cerâmicos e vidros;13.0;Papel para cigarro
1600100;40111000;16. Pneumáticos, câmaras de ar e protetores de borracha;1.0;Pneus novos, dos tipos utilizados em automóveis de passageiros (incluídos os veículos de uso misto - camionetas e os automóveis de corrida)
1600200;4011;16. Pneumáticos, câmaras de ar e protetores de borracha;2.0;Pneus novos, dos tipos utilizados em caminhões (inclusive para os fora-de-estrada), ônibus, aviões, máquinas de terraplenagem, de construção e conservação de estradas, máquinas e tratores agrícolas, pá-carregadeira
1600300;40114000;16. Pneumáticos, câmaras de ar e protetores de borracha;3.0;Pneus novos para motocicletas
1600400;4011;16. Pneumáticos, câmaras de ar e protetores de borracha;4.0;Outros tipos de pneus novos, exceto os itens classificados no CEST 16.005.00
1600500;40115000;16. Pneumáticos, câmaras de ar e protetores de borracha;5.0;Pneus novos de borracha dos tipos utilizados em bicicletas
1600600;40121;16. Pneumáticos, câmaras de ar e protetores de borracha;6.0;Pneus recauchutados
1600700;401290;16. Pneumáticos, câmaras de ar e protetores de borracha;7.0;Protetores de borracha, exceto os itens classificados no CEST 16.007.01
1600701;401290;16. Pneumáticos, câmaras de ar e protetores de borracha;7.1;Protetores de borracha para bicicletas
1600800;4013;16. Pneumáticos, câmaras de ar e protetores de borracha;8.0;Câmaras de ar de borracha, exceto os itens classificados no CEST 16.009.00
1600900;40132000;16. Pneumáticos, câmaras de ar e protetores de borracha;9.0;Câmaras de ar de borracha dos tipos utilizados em bicicletas
1700100;17049010;17. Produtos alimentícios;1.0;Chocolate branco, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os ovos de páscoa de chocolate.
1700200;18063110;17. Produtos alimentícios;2.0;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
1700200;18063120;17. Produtos alimentícios;2.0;Chocolates contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
1700300;18063210;17. Produtos alimentícios;3.0;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg
1700300;18063220;17. Produtos alimentícios;3.0;Chocolate em barras, tabletes ou blocos ou no estado líquido, em pasta, em pó, grânulos ou formas semelhantes, em recipientes ou embalagens imediatas de conteúdo inferior ou igual a 2 kg
1700400;18069000;17. Produtos alimentícios;4.0;Chocolates e outras preparações alimentícias contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg, excluídos os achocolatados em pó e ovos de páscoa de chocolate.
1700500;17049010;17. Produtos alimentícios;5.0;Ovos de páscoa de chocolate branco
1700500;18069000;17. Produtos alimentícios;5.0;Ovos de páscoa de chocolate branco
1700501;18069000;17. Produtos alimentícios;5.1;Ovos de páscoa de chocolate
1700600;18069000;17. Produtos alimentícios;6.0;Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg
1700601;18061000;17. Produtos alimentícios;6.1;Cacau em pó, com adição de açucar ou de outros edulcorantes, em embalagens de conteúdo inferior ou igual a 1 kg
1700700;18069000;17. Produtos alimentícios;7.0;Caixas de bombons contendo cacau, em embalagens de conteúdo inferior ou igual a 1 kg
1700800;17049090;17. Produtos alimentícios;8.0;Bombons, inclusive à base de chocolate branco sem cacau
1700900;18069000;17. Produtos alimentícios;9.0;Bombons, balas, caramelos, confeitos, pastilhas e outros produtos de confeitaria, contendo cacau
1701000;2009;17. Produtos alimentícios;10.0;"Sucos de frutas ou de produtos hortícolas; mistura de sucos"
1701100;20098;17. Produtos alimentícios;11.0;Água de coco
1701200;4021;17. Produtos alimentícios;12.0;Leite em pó, blocos ou grânulos, exceto creme de leite
1701200;4022;17. Produtos alimentícios;12.0;Leite em pó, blocos ou grânulos, exceto creme de leite
1701200;4029;17. Produtos alimentícios;12.0;Leite em pó, blocos ou grânulos, exceto creme de leite
1701300;19011020;17. Produtos alimentícios;13.0;Farinha láctea
1701400;19011010;17. Produtos alimentícios;14.0;Leite modificado para alimentação de crianças
1701500;19011090;17. Produtos alimentícios;15.0;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros
1701500;19011030;17. Produtos alimentícios;15.0;Preparações para alimentação infantil à base de farinhas, grumos, sêmolas ou amidos e outros
1701600;4011010;17. Produtos alimentícios;16.0;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros
1701600;4012010;17. Produtos alimentícios;16.0;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo inferior ou igual a 2 litros
1701601;4011010;17. Produtos alimentícios;16.1;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
1701601;4012010;17. Produtos alimentícios;16.1;Leite “longa vida” (UHT - “Ultra High Temperature”), em recipiente de conteúdo superior a 2 litros e inferior ou igual a 5 litros
1701700;4014010;17. Produtos alimentícios;17.0;Leite em recipiente de conteúdo inferior ou igual a 1 litro
1701700;4015010;17. Produtos alimentícios;17.0;Leite em recipiente de conteúdo inferior ou igual a 1 litro
1701701;4014010;17. Produtos alimentícios;17.1;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
1701701;4015010;17. Produtos alimentícios;17.1;Leite em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
1701800;4011090;17. Produtos alimentícios;18.0;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
1701800;4012090;17. Produtos alimentícios;18.0;Leite do tipo pasteurizado em recipiente de conteúdo inferior ou igual a 1 litro
1701801;4011090;17. Produtos alimentícios;18.1;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
1701801;4012090;17. Produtos alimentícios;18.1;Leite do tipo pasteurizado em recipiente de conteúdo superior a 1 litro e inferior ou igual a 5 litros
1701900;401402;17. Produtos alimentícios;19.0;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
1701900;4022130;17. Produtos alimentícios;19.0;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
1701900;4022930;17. Produtos alimentícios;19.0;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
1701900;4029;17. Produtos alimentícios;19.0;Creme de leite, em recipiente de conteúdo inferior ou igual a 1 kg
1701901;401402;17. Produtos alimentícios;19.1;Creme de leite, em recipiente de conteúdo superior a 1 kg
1701901;4022130;17. Produtos alimentícios;19.1;Creme de leite, em recipiente de conteúdo superior a 1 kg
1701901;4022930;17. Produtos alimentícios;19.1;Creme de leite, em recipiente de conteúdo superior a 1 kg
1701901;4029;17. Produtos alimentícios;19.1;Creme de leite, em recipiente de conteúdo superior a 1 kg
1701902;40110;17. Produtos alimentícios;19.2;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
1701902;40120;17. Produtos alimentícios;19.2;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
1701902;40150;17. Produtos alimentícios;19.2;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
1701902;40210;17. Produtos alimentícios;19.2;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
1701902;4022920;17. Produtos alimentícios;19.2;Outros cremes de leite, em recipiente de conteúdo inferior ou igual a 1kg
1702000;4029;17. Produtos alimentícios;20.0;Leite condensado, em recipiente de conteúdo inferior ou igual a 1 kg
1702001;4029;17. Produtos alimentícios;20.1;Leite condensado, em recipiente de conteúdo superior a 1 kg
1702100;0403;17. Produtos alimentícios;21.0;Iogurte e leite fermentado em recipiente de conteúdo inferior ou igual a 2 litros
1702101;0403;17. Produtos alimentícios;21.1;Iogurte e leite fermentado em recipiente de conteúdo superior a 2 litros
1702200;04039000;17. Produtos alimentícios;22.0;Coalhada
1702300;0406;17. Produtos alimentícios;23.0;Requeijão e similares, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702301;0406;17. Produtos alimentícios;23.1;Requeijão e similares, em recipiente de conteúdo superior a 1 kg
1702400;0406;17. Produtos alimentícios;24.0;Queijos, exceto os dos CEST 17.024.01, 17.024.02, 17.024.03 e 17.024.04
1702401;4061010;17. Produtos alimentícios;24.1;Queijo muçarela
1702402;4061090;17. Produtos alimentícios;24.2;Queijo minas frescal
1702403;4061090;17. Produtos alimentícios;24.3;Queijo ricota
1702404;4061090;17. Produtos alimentícios;24.4;Queijo petit suisse
1702500;4051000;17. Produtos alimentícios;25.0;Manteiga, em embalagem de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702501;4051000;17. Produtos alimentícios;25.1;Manteiga, em embalagem de conteúdo superior a 1 kg
1702502;4059090;17. Produtos alimentícios;25.2;Manteiga de garrafa
1702600;15171000;17. Produtos alimentícios;26.0;Margarina e creme vegetal, em recipiente de conteúdo inferior ou igual a 500 g, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702700;15171000;17. Produtos alimentícios;27.0;Margarina e creme vegetal, em recipiente de conteúdo superior a 500 g e inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702701;15171000;17. Produtos alimentícios;27.1;Margarina e creme vegetal, em recipiente de conteúdo superior a de 1 kg
1702702;151790;17. Produtos alimentícios;27.2;Outras margarinas e cremes vegetais em recipiente de conteúdo inferior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702800;15162000;17. Produtos alimentícios;28.0;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo inferior ou igual a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702801;15162000;17. Produtos alimentícios;28.1;Gorduras e óleos vegetais e respectivas frações, parcial ou totalmente hidrogenados, interesterificados, reesterificados ou elaidinizados, mesmo refinados, mas não preparados de outro modo, em recipiente de conteúdo superior a 1 kg, exceto as embalagens individuais de conteúdo inferior ou igual a 10 g
1702900;19019020;17. Produtos alimentícios;29.0;Doces de leite
1703000;19041000;17. Produtos alimentícios;30.0;Produtos à base de cereais, obtidos por expansão ou torrefação
1703000;19049000;17. Produtos alimentícios;30.0;Produtos à base de cereais, obtidos por expansão ou torrefação
1703100;19059090;17. Produtos alimentícios;31.0;Salgadinhos diversos
1703200;20052000;17. Produtos alimentícios;32.0;Batata frita, inhame e mandioca fritos
1703200;20059;17. Produtos alimentícios;32.0;Batata frita, inhame e mandioca fritos
1703300;20081;17. Produtos alimentícios;33.0;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo inferior ou igual a 1 kg
1703301;20081;17. Produtos alimentícios;33.1;Amendoim e castanhas tipo aperitivo, em embalagem de conteúdo superior a 1 kg
1703400;21032010;17. Produtos alimentícios;34.0;Catchup em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1703500;21039021;17. Produtos alimentícios;35.0;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
1703500;21039091;17. Produtos alimentícios;35.0;Condimentos e temperos compostos, incluindo molho de pimenta e outros molhos, em embalagens imediatas de conteúdo inferior ou igual a 1 kg, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 3 g
1703600;21031010;17. Produtos alimentícios;36.0;Molhos de soja preparados em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1703700;21033010;17. Produtos alimentícios;37.0;Farinha de mostarda em embalagens de conteúdo inferior ou igual a 1 kg
1703800;21033021;17. Produtos alimentícios;38.0;Mostarda preparada em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1703900;21039011;17. Produtos alimentícios;39.0;Maionese em embalagens imediatas de conteúdo inferior ou igual a 650 g, exceto as embalagens contendo envelopes individualizados (sachês) de conteúdo inferior ou igual a 10 g
1704000;2002;17. Produtos alimentícios;40.0;Tomates preparados ou conservados, exceto em vinagre ou em ácido acético, em embalagens de conteúdo inferior ou igual a 1 kg
1704100;21032010;17. Produtos alimentícios;41.0;Molhos de tomate em embalagens imediatas de conteúdo inferior ou igual a 1 kg
1704200;17049090;17. Produtos alimentícios;42.0;Barra de cereais
1704200;19042000;17. Produtos alimentícios;42.0;Barra de cereais
1704200;19049000;17. Produtos alimentícios;42.0;Barra de cereais
1704300;18063120;17. Produtos alimentícios;43.0;Barra de cereais contendo cacau
1704300;18063220;17. Produtos alimentícios;43.0;Barra de cereais contendo cacau
1704300;18069000;17. Produtos alimentícios;43.0;Barra de cereais contendo cacau
1704400;11010010;17. Produtos alimentícios;44.0;Farinha de trigo, em embalagem inferior ou igual a 1 kg
1704401;11010010;17. Produtos alimentícios;44.1;Farinha de trigo, em embalagem superior a 1kg e inferior a 5 kg
1704402;11010010;17. Produtos alimentícios;44.2;Farinha de trigo especial, em embalagem igual a 5 kg
1704403;11010010;17. Produtos alimentícios;44.3;Farinha de trigo especial, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
1704404;11010010;17. Produtos alimentícios;44.4;Farinha de trigo especial, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
1704405;11010010;17. Produtos alimentícios;44.5;Farinha de trigo comum, em embalagem igual a 5 kg
1704406;11010010;17. Produtos alimentícios;44.6;Farinha de trigo comum, em embalagem superior a 5 kg e inferior ou igual a 25 Kg
1704407;11010010;17. Produtos alimentícios;44.7;Farinha de trigo comum, em embalagem superior a 25 kg e inferior ou igual a 50 Kg
1704408;11010010;17. Produtos alimentícios;44.8;Farinha de trigo doméstica especial, em embalagem superior e igual a 5 Kg e inferior e igual a 10 Kg
1704409;11010010;17. Produtos alimentícios;44.9;Farinha de trigo doméstica com fermento, em embalagem superior e igual a 5 Kg e inferior e igual a 10 kg
1704500;11010020;17. Produtos alimentícios;45.0;Farinha de mistura de trigo com centeio (méteil)
1704600;19012000;17. Produtos alimentícios;46.0;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
1704600;19019090;17. Produtos alimentícios;46.0;Misturas e preparações para bolos e pães, em embalagem inferior ou igual a 25 Kg
1704601;19012000;17. Produtos alimentícios;46.1;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
1704601;19019090;17. Produtos alimentícios;46.1;Misturas e preparações para bolos e pães, em embalagem superior a 25 Kg e inferior ou igual a 50 Kg
1704700;19023000;17. Produtos alimentícios;47.0;Massas alimentícias tipo instantânea
1704800;1902;17. Produtos alimentícios;48.0;Massas alimentícias, cozidas ou recheadas (de carne ou de outras substâncias) ou preparadas de outro modo, exceto as massas alimentícias tipo instantânea
1704801;19024000;17. Produtos alimentícios;48.1;Cuscuz
1704900;19021;17. Produtos alimentícios;49.0;Massas alimentícias do tipo comum, não cozidas, nem recheadas, nem preparadas de outro modo
1704901;19021;17. Produtos alimentícios;49.1;Massas alimentícias do tipo sêmola, não cozidas, nem recheadas, nem preparadas de outro modo
1704902;19021;17. Produtos alimentícios;49.2;Massas alimentícias do tipo granoduro, não cozidas, nem recheadas, nem preparadas de outro modo
1705000;190520;17. Produtos alimentícios;50.0;Pães industrializados, inclusive de especiarias, exceto panetones e bolo de forma
1705100;19052090;17. Produtos alimentícios;51.0;Bolo de forma, inclusive de especiarias
1705200;19052010;17. Produtos alimentícios;52.0;Panetones
1705300;19053100;17. Produtos alimentícios;53.0;"Biscoitos e bolachas derivados de farinha de trigo; (exceto dos tipos ""cream cracker"", ""água e sal"", ""maisena"", ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"
1705301;19053100;17. Produtos alimentícios;53.1;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.053.02"
1705302;19053100;17. Produtos alimentícios;53.2;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"""
1705400;19053100;17. Produtos alimentícios;54.0;"Biscoitos e bolachas não derivados de farinha de trigo; (exceto dos tipos ""cream cracker"", ""água e sal"", ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial)"
1705401;19053100;17. Produtos alimentícios;54.1;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""maisena"" e ""maria"" e outros de consumo popular que não sejam adicionados de cacau, nem recheados, cobertos ou amanteigados, independentemente de sua denominação comercial. Exceto o CEST 17.054.02"
1705402;19053100;17. Produtos alimentícios;54.2;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"""
1705600;19059020;17. Produtos alimentícios;56.0;"Biscoitos e bolachas derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"""
1705601;19059020;17. Produtos alimentícios;56.1;"Biscoitos e bolachas não derivados de farinha de trigo dos tipos ""cream cracker"" e ""água e sal"""
1705602;19059020;17. Produtos alimentícios;56.2;Outras bolachas, exceto casquinhas para sorvete e os biscoitos e bolachas relacionados nos CEST 17.056.00 e 17.056.01
1705700;19053200;17. Produtos alimentícios;57.0;“Waffles” e “wafers” - sem cobertura
1705800;19053200;17. Produtos alimentícios;58.0;“Waffles” e “wafers”- com cobertura
1705900;19054000;17. Produtos alimentícios;59.0;Torradas, pão torrado e produtos semelhantes torrados
1706000;19059010;17. Produtos alimentícios;60.0;Outros pães de forma
1706200;19059090;17. Produtos alimentícios;62.0;"Outros pães e bolos industrializados e produtos de panificação não especificados anteriormente; exceto casquinhas para sorvete e pão francês de até 200 g"
1706300;19051000;17. Produtos alimentícios;63.0;Pão denominado knackebrot
1706400;190590;17. Produtos alimentícios;64.0;Demais pães industrializados
1706500;15079011;17. Produtos alimentícios;65.0;Óleo de soja refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1706600;1508;17. Produtos alimentícios;66.0;Óleo de amendoim refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1706700;1509;17. Produtos alimentícios;67.0;Azeites de oliva, em recipientes com capacidade inferior a 2 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 20 mililitros
1706701;1509;17. Produtos alimentícios;67.1;Azeites de oliva, em recipientes com capacidade igual ou superior a 2 litros e inferior ou igual a 5 litros
1706702;1509;17. Produtos alimentícios;67.2;Azeites de oliva, em recipientes com capacidade superior a 5 litros
1706800;15100000;17. Produtos alimentícios;68.0;Outros óleos e respectivas frações, obtidos exclusivamente a partir de azeitonas, mesmo refinados, mas não quimicamente modificados, e misturas desses óleos ou frações com óleos ou frações da posição 15.09, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1706900;15121911;17. Produtos alimentícios;69.0;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1706900;15122910;17. Produtos alimentícios;69.0;Óleo de girassol ou de algodão refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707000;15141;17. Produtos alimentícios;70.0;Óleo de canola, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707100;15151900;17. Produtos alimentícios;71.0;Óleo de linhaça refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707200;15152910;17. Produtos alimentícios;72.0;Óleo de milho refinado, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707300;15122990;17. Produtos alimentícios;73.0;Outros óleos refinados, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707400;15179010;17. Produtos alimentícios;74.0;Misturas de óleos refinados, para consumo humano, em recipientes com capacidade inferior ou igual a 5 litros, exceto as embalagens individuais de conteúdo inferior ou igual a 15 mililitros
1707500;1511;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707500;1513;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707500;1514;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707500;1515;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707500;1516;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707500;1518;17. Produtos alimentícios;75.0;Outros óleos vegetais comestíveis não especificados anteriormente
1707600;16010000;17. Produtos alimentícios;76.0;"Enchidos (embutidos) e produtos semelhantes, de carne, miudezas ou sangue; exceto salsicha, linguiça e mortadela"
1707700;16010000;17. Produtos alimentícios;77.0;Salsicha e linguiça
1707800;16010000;17. Produtos alimentícios;78.0;Mortadela
1707900;1602;17. Produtos alimentícios;79.0;Outras preparações e conservas de carne, miudezas ou de sangue
1708000;1604;17. Produtos alimentícios;80.0;"Preparações e conservas de peixes; caviar e seus sucedâneos preparados a partir de ovas de peixe; exceto sardinha em conserva"
1708100;1604;17. Produtos alimentícios;81.0;Sardinha em conserva
1708200;1605;17. Produtos alimentícios;82.0;Crustáceos, moluscos e outros invertebrados aquáticos, preparados ou em conservas
1708300;2102000;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
1708300;2109900;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
1708300;1502;17. Produtos alimentícios;83.0;Carne de gado bovino, ovino e bufalino e produtos comestíveis resultantes da matança desse gado submetidos à salga, secagem ou desidratação
1708400;0201;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
1708400;0202;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
1708400;0204;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
1708400;0206;17. Produtos alimentícios;84.0;Carne de gado bovino, ovino e bufalino e demais produtos comestíveis resultantes da matança desse gado frescos, refrigerados ou congelados
1708500;0204;17. Produtos alimentícios;85.0;Carnes de animais das espécies caprina, frescas, refrigeradas ou congeladas
1708600;2109900;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
1708600;15021019;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
1708600;15029000;17. Produtos alimentícios;86.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados ou salmourados resultantes do abate de caprinos
1708700;0207;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
1708700;0209;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
1708700;02109900;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
1708700;1501;17. Produtos alimentícios;87.0;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de aves
1708701;0203;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708701;0206;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708701;0209;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708701;02101;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708701;02109900;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708701;1501;17. Produtos alimentícios;87.1;Carnes e demais produtos comestíveis frescos, resfriados, congelados, salgados, em salmoura, simplesmente temperados, secos ou defumados, resultantes do abate de suínos
1708800;0710;17. Produtos alimentícios;88.0;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo inferior ou igual a 1 kg
1708801;0710;17. Produtos alimentícios;88.1;Produtos hortícolas, cozidos em água ou vapor, congelados, em embalagens de conteúdo superior a 1 kg
